"","Comparison","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name","diffexpressed"
"ENSMUSG00000020733","S2_vs_S1",445.071487895624,1.69501417774093,0.454631302169089,3.72832704139344,0.000192755130968099,0.0208669785371107,"Nherf1","UP"
"ENSMUSG00000018920","S2_vs_S1",1770.58575340974,0.712763442245459,0.190838037557005,3.73491286836645,0.000187780190261714,0.0208669785371107,"Cxcl16","UP"
"ENSMUSG00000017405","S2_vs_S1",59.197199212031,-9.37369634123875,2.34095570317235,-4.00421773403741,6.22230360193355e-05,0.0107602995803546,"Nek8","DOWN"
"ENSMUSG00000020380","S2_vs_S1",715.753088730488,1.25324168787983,0.306379943964293,4.09048213686561,4.30477367440624e-05,0.0086046447290717,"Rad50","UP"
"ENSMUSG00000078920","S2_vs_S1",111.325697607397,4.62046696495993,1.27048132199797,3.63678464606921,0.000276062547100954,0.0262938464893578,"Ifi47","UP"
"ENSMUSG00000021615","S2_vs_S1",128.729775555756,-4.20746172559849,1.22767702918307,-3.42717312907472,0.000609900085204907,0.0408729866624622,"Xrcc4","DOWN"
"ENSMUSG00000095105","S2_vs_S1",59.9794093481581,-8.76406511704474,2.16470955305101,-4.04861017252516,5.15226794481807e-05,0.00927643428773585,"Edaradd","DOWN"
"ENSMUSG00000061482","S2_vs_S1",856.463540657309,1.05446961905908,0.289948357154808,3.63674976263474,0.000276099919712978,0.0262938464893578,"H4c4","UP"
"ENSMUSG00000120328","S2_vs_S1",95.505700457371,9.16235232735077,1.8650399493436,4.91268421921764,8.9837906199852e-07,0.000875297630713327,NA,"UP"
"ENSMUSG00000110393","S2_vs_S1",62.1828321083986,9.07214947904741,2.13959276077176,4.24012907754233,2.23391291807053e-05,0.00579462551701172,NA,"UP"
"ENSMUSG00000020653","S2_vs_S1",171.512995933369,2.223433593527,0.665295643627393,3.34202337686171,0.000831700558591132,0.0499256837683188,"Klf11","UP"
"ENSMUSG00000021013","S2_vs_S1",70.5413595704373,7.21133896836933,2.03750939154741,3.53929115531222,0.000401203085238868,0.0317602392352219,"Ttc8","UP"
"ENSMUSG00000113328","S2_vs_S1",114.361469553152,4.32407557428055,1.19585129912911,3.6158973757269,0.000299308943324916,0.0267012536086788,NA,"UP"
"ENSMUSG00000021065","S2_vs_S1",267.122076930068,1.86486627519907,0.488065922837775,3.82093112413201,0.000132948780537109,0.0175246759467596,"Fut8","UP"
"ENSMUSG00000119895","S2_vs_S1",4708.62928246642,-0.698374033658963,0.157529868460619,-4.4332801168659,9.28101561076037e-06,0.00335866696359688,"Gm22513","DOWN"
"ENSMUSG00000054309","S2_vs_S1",492.777865845468,1.24128151572326,0.369928749062664,3.35546106883678,0.000792328077295943,0.0489068661179254,"Cpsf3","UP"
"ENSMUSG00000039828","S2_vs_S1",234.798492431606,-2.30774290090256,0.595878498268229,-3.87284137220832,0.000107573846725658,0.0148101124198607,"Wdr70","DOWN"
"ENSMUSG00000115161","S2_vs_S1",51.2601049082986,-8.43901706505542,2.34977772637128,-3.59141078338828,0.000328892766798459,0.02814699854236,NA,"DOWN"
"ENSMUSG00000115340","S2_vs_S1",44.3070812331636,-8.39794690448596,2.47555444135781,-3.39234991732995,0.000692958828504923,0.0457136277179342,NA,"DOWN"
"ENSMUSG00000045996","S2_vs_S1",89.5939285600058,-6.56567096284831,1.88068215389338,-3.49111142957149,0.000481015591383247,0.0356289092424573,"Polr2k","DOWN"
"ENSMUSG00000022359","S2_vs_S1",111.314432913055,-4.46026538774204,1.32404453529087,-3.36866719272566,0.000755325711892348,0.0481322503051761,"Ntaq1","DOWN"
"ENSMUSG00000016664","S2_vs_S1",855.780120303011,-0.940635051753729,0.263025103932275,-3.57621777423926,0.000348601283027926,0.0296021986878267,"Pacsin2","DOWN"
"ENSMUSG00000022604","S2_vs_S1",74.3329381160019,-9.6929283830876,1.98563543517578,-4.88152468040012,1.05268745155163e-06,0.000952381375810922,"Cep97","DOWN"
"ENSMUSG00000097290","S2_vs_S1",56.0297725156242,9.37919647153507,2.31186494531949,4.05698286594285,4.97107273068948e-05,0.00925449985941786,"1300002E11Rik","UP"
"ENSMUSG00000013089","S2_vs_S1",374.218732603721,1.55987754222693,0.401641959358623,3.88375145046567,0.000102857054247119,0.0143163455944397,"Etv5","UP"
"ENSMUSG00000116875","S2_vs_S1",99.8723635604228,-4.76571190071112,1.12655154297148,-4.23035406630461,2.33323771055365e-05,0.00591055776837451,NA,"DOWN"
"ENSMUSG00000022956","S2_vs_S1",74.5801980272678,8.62589616826618,1.82073977239427,4.73757771376804,2.16287924306527e-06,0.00152194602737026,"Atp5po","UP"
"ENSMUSG00000116927","S2_vs_S1",50.0230000362346,-9.72829683114681,2.83680696517889,-3.42931223398676,0.000605112962654058,0.0408729866624622,NA,"DOWN"
"ENSMUSG00000121849","S2_vs_S1",41.9159987272091,-8.61139239437841,2.54204475750088,-3.38758488377065,0.000705108947260485,0.0462741446943072,"Gm15760","DOWN"
"ENSMUSG00000059142","S2_vs_S1",240.279324268842,1.82966123871816,0.515862709081943,3.54679880229048,0.000389942266903453,0.0314586544751537,"Zfp945","UP"
"ENSMUSG00000034709","S2_vs_S1",500.992838416051,-1.44498096670167,0.372015499694298,-3.88419559907874,0.0001026692316111,0.0143163455944397,"Ppp1r21","DOWN"
"ENSMUSG00000023908","S2_vs_S1",166.031781029066,-3.61460362850917,1.00476085260734,-3.59747657278775,0.000321319426585911,0.0277912196111849,"Pkmyt1","DOWN"
"ENSMUSG00000015461","S2_vs_S1",207.108298252889,2.19083168172629,0.574858219835221,3.81108176961317,0.000138359986947415,0.0175246759467596,"Atf6b","UP"
"ENSMUSG00000116858","S2_vs_S1",106.32498124732,5.64914140826411,1.64015005711098,3.44428327382112,0.000572575466657639,0.0396297314791566,NA,"UP"
"ENSMUSG00000024194","S2_vs_S1",110.580347416268,5.84501859242863,1.10925387125233,5.26932449271482,1.36926720290902e-07,0.00021678922990057,"Cuta","UP"
"ENSMUSG00000023913","S2_vs_S1",3142.66604128239,0.750885840873256,0.174184669269679,4.31086067460224,1.62620348048916e-05,0.00465590819590284,"Pla2g7","UP"
"ENSMUSG00000103207","S2_vs_S1",57.1119266327047,8.26507256539085,2.22542698513898,3.71392663995879,0.000204067972808302,0.0214395393848553,NA,"UP"
"ENSMUSG00000008668","S2_vs_S1",1221.02024830178,1.39491997770824,0.281632620512235,4.95297730487027,7.30865017533487e-07,0.000771428026006595,"Rps18","UP"
"ENSMUSG00000121111","S2_vs_S1",50.6288205695218,-9.14846981009079,2.33798782000167,-3.91296726690572,9.11688966758927e-05,0.0134880910909146,NA,"DOWN"
"ENSMUSG00000073411","S2_vs_S1",7908.33521024172,0.482490498698149,0.136488354871584,3.53503050976109,0.000407728078643255,0.0318782953339226,"H2-D1","NO"
"ENSMUSG00000007038","S2_vs_S1",584.048134021554,-1.21445694465188,0.32532113153725,-3.73310193196848,0.000189136007121314,0.0208669785371107,"Neu1","DOWN"
"ENSMUSG00000042099","S2_vs_S1",73.8043525886787,-9.3817054530506,1.99231312208783,-4.70895129336855,2.48994556236466e-06,0.00165987634173215,"Kank3","DOWN"
